Id,SalePrice
1461,120935.7857
1462,155188.5421
1463,183969.7975
1464,198324.8553
1465,200013.2944
1466,166887.8718
1467,177110.3155
1468,161711.7563
1469,197287.7569
1470,116204.6807
1471,186064.8658
1472,94610.53681
1473,95325.59642
1474,144240.736
1475,107841.0233
1476,363014.7507
1477,253111.476
1478,319252.3137
1479,307637.9849
1480,482775.9053
1481,331590.979
1482,210190.1708
1483,181497.1358
1484,160932.6428
1485,196036.2645
1486,191368.6405
1487,334782.4578
1488,252174.3751
1489,197447.8974
1490,248433.1326
1491,195231.9269
1492,93809.67917
1493,178875.7233
1494,290065.3591
1495,288651.4622
1496,236430.6846
1497,180647.5199
1498,168060.8353
1499,164017.0065
1500,158340.3932
1501,189529.1784
1502,143497.3022
1503,286987.345
1504,239699.5541
1505,223395.5848
1506,190973.2091
1507,240751.7963
1508,205371.6677
1509,167332.7316
1510,142045.9134
1511,143542.7236
1512,177072.9971
1513,150170.9279
1514,145213.3258
1515,212281.8153
1516,157763.1916
1517,180269.849
1518,128637.0058
1519,207869.88
1520,127845.9019
1521,127743.5095
1522,181396.6593
1523,112564.5356
1524,127023.6907
1525,120658.1856
1526,114988.7553
1527,109142.9735
1528,138543.205
1529,154425.5046
1530,194828.969
1531,106803.6261
1532,92090.09784
1533,153152.8666
1534,129045.453
1535,147110.8693
1536,106948.2797
1537,59930.0331
1538,139227.5686
1539,206852.3675
1540,95257.86751
1541,142810.4476
1542,145963.1648
1543,179109.1198
1544,89047.80605
1545,118535.2214
1546,136024.8448
1547,144756.0221
1548,139464.1612
1549,118683.2467
1550,129942.016
1551,103505.9598
1552,124903.0885
1553,138167.7109
1554,114588.7549
1555,166923.8437
1556,97962.77724
1557,104540.9837
1558,99164.72449
1559,59017.07428
1560,131465.5187
1561,123212.2097
1562,132389.2817
1563,119198.9837
1564,157216.0241
1565,147923.8416
1566,245356.204
1567,76652.56131
1568,238535.838
1569,129261.8139
1570,142942.8593
1571,129688.526
1572,138600.7032
1573,251017.2079
1574,123448.4526
1575,231564.2804
1576,234501.3811
1577,177240.382
1578,146672.156
1579,151670.0157
1580,198840.1678
1581,158481.0064
1582,127483.1207
1583,282106.345
1584,208968.1386
1585,132467.6944
1586,65305.9925
1587,103052.6087
1588,154234.2993
1589,102406.5102
1590,136407.2434
1591,90126.04215
1592,114889.1103
1593,124748.6304
1594,128683.3502
1595,108194.3811
1596,217662.4132
1597,201527.6428
1598,244077.5164
1599,176362.6207
1600,165163.1141
1601,68931.11719
1602,110148.7315
1603,69118.9231
1604,259963.0268
1605,236024.0174
1606,165387.6045
1607,162988.0693
1608,209785.6745
1609,181332.1271
1610,154490.566
1611,137403.6856
1612,176363.7263
1613,160958.3898
1614,123612.847
1615,89341.74298
1616,77838.22111
1617,93430.362
1618,122282.0494
1619,134100.9352
1620,128317.5004
1621,136983.3779
1622,137373.4996
1623,260051.5079
1624,206759.3385
1625,114508.4326
1626,165374.4744
1627,190826.4714
1628,281587.3948
1629,186013.4446
1630,350716.9816
1631,240555.5779
1632,254917.5523
1633,174803.0739
1634,186213.1344
1635,174444.8139
1636,151497.5581
1637,200196.3518
1638,184167.9255
1639,185178.2086
1640,249594.6711
1641,186767.0024
1642,255907.473
1643,222435.3987
1644,235829.4648
1645,208081.3024
1646,160110.2957
1647,156029.3806
1648,125913.5623
1649,140289.9171
1650,110985.8898
1651,118666.8862
1652,99407.90816
1653,101622.3265
1654,142575.7628
1655,132700.0597
1656,142577.6631
1657,148876.1682
1658,144748.7108
1659,116733.8415
1660,153515.0655
1661,463193.6841
1662,407391.5042
1663,372199.5957
1664,474295.2537
1665,304308.0663
1666,317783.8204
1667,398622.8195
1668,337891.2298
1669,315404.5183
1670,350059.5457
1671,258471.7024
1672,426308.9574
1673,282723.4315
1674,234743.6955
1675,196934.0441
1676,191026.0245
1677,220133.2173
1678,453035.3888
1679,405672.7518
1680,334627.3655
1681,252016.9226
1682,325876.1955
1683,180653.894
1684,171680.2497
1685,172318.363
1686,168475.4596
1687,173490.512
1688,188187.3783
1689,189544.4101
1690,197110.5772
1691,184110.4344
1692,271534.6539
1693,176493.8122
1694,186282.0561
1695,170238.0624
1696,270353.2534
1697,178377.5898
1698,341243.1191
1699,300918.5909
1700,255451.6702
1701,274411.5719
1702,252346.8908
1703,253024.0072
1704,278736.4182
1705,247182.5387
1706,446899.6522
1707,225456.7045
1708,198058.0647
1709,254326.2115
1710,218813.5144
1711,278404.062
1712,257531.5515
1713,276852.3093
1714,226442.0524
1715,214367.6573
1716,184397.5046
1717,175819.0049
1718,139021.8405
1719,215121.9191
1720,240178.0496
1721,147196.5572
1722,117709.6106
1723,147870.4365
1724,204339.9898
1725,236375.5349
1726,187185.0038
1727,151563.134
1728,153426.7933
1729,171039.0626
1730,153469.3458
1731,121388.299
1732,127911.1353
1733,111494.1233
1734,119248.5504
1735,114807.8279
1736,109020.9165
1737,323844.0249
1738,261386.4673
1739,245313.2069
1740,211435.9658
1741,187119.1897
1742,182761.8746
1743,182592.1247
1744,386688.5584
1745,220915.3377
1746,194484.4773
1747,227353.9976
1748,211121.497
1749,144402.1485
1750,128425.5157
1751,252110.5543
1752,112537.7277
1753,145583.454
1754,188530.967
1755,168107.2695
1756,125790.6002
1757,120890.59
1758,144907.8476
1759,174872.7207
1760,161241.1079
1761,143053.2239
1762,176688.0404
1763,195031.7399
1764,110620.5007
1765,132826.2786
1766,187986.0376
1767,230194.0247
1768,136297.459
1769,171881.7527
1770,151787.6514
1771,126916.5659
1772,127609.3182
1773,123146.5965
1774,148906.9545
1775,141571.9224
1776,125360.5187
1777,108394.1052
1778,139163.6542
1779,113878.4012
1780,180274.1871
1781,125276.3646
1782,88121.55489
1783,140973.674
1784,107243.9248
1785,134957.3693
1786,151326.4403
1787,167398.5916
1788,64179.65478
1789,100993.3127
1790,79197.58139
1791,177169.1454
1792,160615.7279
1793,136032.7857
1794,158077.4443
1795,133506.1857
1796,126546.8748
1797,108156.9289
1798,125438.4698
1799,112425.4249
1800,143539.6898
1801,127552.8864
1802,134910.1726
1803,150462.7407
1804,137321.7615
1805,133180.9974
1806,130122.7659
1807,130023.473
1808,131532.6801
1809,123780.205
1810,134884.3366
1811,88121.87716
1812,96779.27959
1813,143272.0322
1814,91986.4371
1815,54846.57427
1816,105504.2161
1817,102489.0147
1818,147664.5664
1819,129038.8998
1820,55141.88045
