"Id","SalePrice"
1461,120390.039718362
1462,148344.820726379
1463,182693.431835921
1464,197741.932009391
1465,198653.74734118
1466,165892.020498272
1467,172223.15675296
1468,160588.619284792
1469,195937.317355739
1470,114691.381645016
1471,182664.867950771
1472,96004.1930579742
1473,94505.8052442905
1474,143127.720155998
1475,107478.102019661
1476,361053.240629301
1477,248701.282138913
1478,314831.295527689
1479,308794.362964327
1480,463520.777059917
1481,327687.385985316
1482,209337.218203476
1483,179031.785607408
1484,160745.574083766
1485,193585.595481092
1486,189348.101092116
1487,337787.058517329
1488,248891.252578822
1489,195329.796883613
1490,247402.227219557
1491,195335.062781459
1492,93494.5844120144
1493,177553.128154925
1494,286668.145054283
1495,289069.766832302
1496,235095.956691392
1497,178378.684351982
1498,185735.78746737
1499,164759.979530309
1500,159118.004681161
1501,178601.475431886
1502,141719.460841936
1503,285547.037460627
1504,238218.130641184
1505,221430.697094265
1506,189439.34383571
1507,239368.158556594
1508,204718.097898812
1509,165637.869003336
1510,140715.026000631
1511,158135.040431878
1512,174104.60460096
1513,149556.503952841
1514,167887.810276883
1515,208359.41993187
1516,155964.902846553
1517,172777.918847329
1518,128482.84519293
1519,198097.35634293
1520,126376.934943082
1521,127442.696226488
1522,178390.764092865
1523,110996.592109225
1524,125794.312237077
1525,119962.692001112
1526,110601.14060339
1527,108114.848494853
1528,137002.236762034
1529,152337.646980181
1530,194145.665833661
1531,104177.175771498
1532,90889.796285278
1533,150938.436307485
1534,128501.279491426
1535,146422.225895274
1536,106399.998411194
1537,60413.7512981782
1538,136826.702894341
1539,209160.863192842
1540,92191.2671682287
1541,143591.754828924
1542,144722.230757208
1543,179077.367348932
1544,89295.0961318979
1545,117411.665158236
1546,135076.173608904
1547,143913.178162154
1548,139073.270947708
1549,119342.114948112
1550,128808.303490011
1551,103664.235906404
1552,125507.490353604
1553,132194.47680374
1554,114115.333717518
1555,167334.432958272
1556,99895.9488776213
1557,113591.919608135
1558,99771.1330530487
1559,56226.7899571199
1560,129675.460605661
1561,118639.954991502
1562,132616.465895075
1563,117799.673007505
1564,161304.002313514
1565,148444.232965062
1566,244381.973029731
1567,76697.2391464902
1568,236900.160304844
1569,126069.064265205
1570,142077.918576679
1571,127464.172250049
1572,137434.035934452
1573,272111.265559768
1574,124044.87099471
1575,231613.755171751
1576,232483.337414603
1577,176503.095021933
1578,148292.727561195
1579,148841.297341696
1580,197916.711148851
1581,157631.333206706
1582,125936.02082235
1583,276635.769882223
1584,206994.147532547
1585,131510.841450126
1586,78834.2607163092
1587,112635.635460341
1588,153027.996612986
1589,100382.093955256
1590,133509.823443582
1591,92994.9569923714
1592,116032.365359608
1593,124123.018967081
1594,128990.756871121
1595,112815.322028315
1596,216180.779010844
1597,201845.594070406
1598,240210.947602779
1599,170842.943220927
1600,160828.992739407
1601,67372.0578461387
1602,112824.205631366
1603,68242.824819781
1604,256819.084955136
1605,233807.000808256
1606,159201.831866454
1607,178958.922630076
1608,209397.290682947
1609,179128.060960609
1610,152569.95094359
1611,137108.927644324
1612,175449.189376224
1613,159694.196299986
1614,125280.708388696
1615,94213.4594479431
1616,80179.8091133426
1617,92560.017273254
1618,134086.39634881
1619,133796.210283124
1620,130310.766595457
1621,136305.623778515
1622,137004.126024025
1623,259291.604701707
1624,204580.448006276
1625,114980.065650446
1626,160469.791205939
1627,189105.980543842
1628,279123.209271639
1629,180535.266432333
1630,348037.756958611
1631,235413.846614343
1632,251276.843342333
1633,172553.302220741
1634,184492.461525992
1635,173148.700757402
1636,150848.5659481
1637,200845.403454634
1638,180282.124650952
1639,183773.271167883
1640,246515.677886056
1641,185301.88779876
1642,255438.408802249
1643,220546.947286406
1644,234044.1107148
1645,210392.834646965
1646,159128.823238092
1647,154962.161251823
1648,126441.025421974
1649,139714.770095799
1650,108159.890328713
1651,116828.284039383
1652,98050.3013064673
1653,101208.4824559
1654,139565.826727526
1655,132132.652220815
1656,142624.960932305
1657,146419.752090344
1658,142488.317554463
1659,114196.55551507
1660,149397.246135628
1661,451381.966496994
1662,406168.823185795
1663,366898.279379356
1664,465919.175525576
1665,300691.535462896
1666,313547.914647676
1667,398773.811129881
1668,338557.939343764
1669,316379.285373135
1670,343219.108968729
1671,252822.109044455
1672,412370.690353244
1673,279439.235875652
1674,229164.382407123
1675,195049.377178149
1676,193164.712242126
1677,217292.75453925
1678,435031.442165147
1679,399133.89095755
1680,330358.939652695
1681,246769.132536525
1682,322667.66681951
1683,178137.658274486
1684,169635.570671812
1685,171657.598998866
1686,168377.839712028
1687,170198.726686671
1688,185519.879960323
1689,187604.721395751
1690,195140.354087629
1691,182581.510412042
1692,269526.157454131
1693,173007.710620513
1694,184799.473051093
1695,167516.321306921
1696,266633.931875417
1697,174976.494033998
1698,342323.481627235
1699,297330.623969844
1700,256011.694720538
1701,272776.634519758
1702,247369.249838971
1703,248533.937877491
1704,273914.942975373
1705,245160.291013545
1706,444414.825166359
1707,222700.673818387
1708,195104.594858883
1709,252914.402386628
1710,216868.498860755
1711,277178.590335313
1712,252863.945175724
1713,274468.332531847
1714,223184.287021905
1715,212336.180356287
